2019-08-13 16:45:01 AliSpeech_C++SDK(INFO)[140214718076672]: getStartCommand:253 StartCommand: {"context":{"sdk":{"language":"C++","name":"nls-sdk-linux","version":"2.3.15"}},"header":{"appkey":"un2wEHfu32KN5ELW","message_id":"1748f1f5b40544bea75bc7058a9b826e","name":"StartTranscription","namespace":"SpeechTranscriber","task_id":"73bcd2184fd4467ab91e75b846133f09"},"payload":{"enable_intermediate_result":true,"enable_inverse_text_normalization":true,"enable_punctuation_prediction":true,"format":"pcm","sample_rate":8000}}
2019-08-13 16:45:09 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"c3187598bf56409d8d32defef93e9c2a","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":7350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我是王先生","confidence":0.40402156114578247,"words":[],"status":20000000}}
2019-08-13 16:45:09 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:09 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:09 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"14edf0228a824a4b88585587badecf8f","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":7950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我去王先生呃，怎么","confidence":0.41352418065071106,"words":[],"status":20000000}}
2019-08-13 16:45:09 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"f2865a911bdf4cdda6865cf4a4473123","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":8550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢","confidence":0.40070152282714844,"words":[],"status":20000000}}
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"1de200cb0cf54ff9a4896e2a097af807","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":9150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦","confidence":0.4039945602416992,"words":[],"status":20000000}}
2019-08-13 16:45:10 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:11 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:11 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"a18ae61b80b642639099ba40df45a0d7","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":9750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王","confidence":0.40381747484207153,"words":[],"status":20000000}}
2019-08-13 16:45:11 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"c0d7291bb8d3497b9079054bf709752f","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":10300,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊","confidence":0.40689900517463684,"words":[],"status":20000000}}
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"8c41db8a678644299006afdfd71b026d","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":10950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行行","confidence":0.4159441888332367,"words":[],"status":20000000}}
2019-08-13 16:45:12 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"6d5a481b4d2a429096574d8c082fc27e","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":11550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生","confidence":0.41762077808380127,"words":[],"status":20000000}}
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"e4d68061292f4676a811ccefa381e98e","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":12150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看","confidence":0.4066872298717499,"words":[],"status":20000000}}
2019-08-13 16:45:13 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:14 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:14 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"09137c89d38b4da68faee1caca3f52d4","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":12750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留","confidence":0.40730684995651245,"words":[],"status":20000000}}
2019-08-13 16:45:14 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"05735b5559234826a568eae5970c1647","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":13350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话","confidence":0.4137227237224579,"words":[],"status":20000000}}
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"c5b5a5181883407f91d9a386c5943228","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":13950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通","confidence":0.40975311398506165,"words":[],"status":20000000}}
2019-08-13 16:45:15 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:16 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:16 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"efcbf5defa8e4c65b8e994a0ca65e5e6","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":14550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台","confidence":0.4157707691192627,"words":[],"status":20000000}}
2019-08-13 16:45:16 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"53886f5e8fa24852a45f4f570662f4ae","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":15150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷","confidence":0.4078235626220703,"words":[],"status":20000000}}
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"a4daf638efbc430482c224eb4fcaa3d2","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":15950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款业务对","confidence":0.4061524271965027,"words":[],"status":20000000}}
2019-08-13 16:45:17 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"7c62ed657bed4bec9134e5b83293c2d3","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":16350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧","confidence":0.40638041496276855,"words":[],"status":20000000}}
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"3cccf4c216914d4e880bf9886c0b9eaf","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":16950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头","confidence":0.4110415279865265,"words":[],"status":20000000}}
2019-08-13 16:45:18 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:19 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:19 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"5758461186e54acc9f1b7774b36e292b","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":17550,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行","confidence":0.41169682145118713,"words":[],"status":20000000}}
2019-08-13 16:45:19 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"cd192e770f5b48e0ae73131f2fd1c726","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":18150,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃王","confidence":0.4079515039920807,"words":[],"status":20000000}}
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"214c36253e8d49be87fed0a0ce79960d","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":18750,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目","confidence":0.4083254933357239,"words":[],"status":20000000}}
2019-08-13 16:45:20 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"0d1962e679fd4df89cf0ef4c5ff86e05","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":19350,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金","confidence":0.4117140471935272,"words":[],"status":20000000}}
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:469 End HandlerFrame.
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: handlerFrame:379 Begin HandlerFrame.
2019-08-13 16:45:21 AliSpeech_C++SDK(INFO)[140214709683968]: convertResult:51 Response: {"header":{"namespace":"SpeechTranscriber","name":"TranscriptionResultChanged","status":20000000,"message_id":"0a8a2db48f75491ba373596189abf290","task_id":"73bcd2184fd4467ab91e75b846133f09","status_text":"Gateway:SUCCESS:Success."},"payload":{"index":1,"time":19950,"result":"喂，你好，哎先生你好呃，我们这边是裕胜透明金融，你的一对一专属银行贷款，问我先王先生呃，怎么称呼您呢哦，我姓王啊行行呃，王先生我刚刚我有看到后台留言的话，您是通过电视台咨询过，我们贷款的业务对吧，那头啊行行行呃，王先生您目前的话资金需要的话","confidence":0.4117101728916168,"words":[],"status":20000000}}
